YYYY,MM,DD,Date,Where,Site,SST_MIN,SST_MAX,Temperature,SSTA@90th_HS,90th_HS>0,DHW,BAA_7day_max,Fill
2015,12,2,2015-12-02,Satellite,NOAA,27.04,28.24,27.85,0.3933,0,0,0,
2015,12,3,2015-12-03,Satellite,NOAA,27.24,28.21,28.06,0.524,0,0,0,
2015,12,4,2015-12-04,Satellite,NOAA,27.5,28.69,27.93,0.377,0,0,0,
2015,12,5,2015-12-05,Satellite,NOAA,27.56,28.59,28.24,0.6733,0,0,0,
2015,12,6,2015-12-06,Satellite,NOAA,27.71,28.55,28.43,0.693,0,0,0,
2015,12,7,2015-12-07,Satellite,NOAA,27.88,28.81,28.42,0.77,0,0,0,
2015,12,8,2015-12-08,Satellite,NOAA,27.79,28.86,28.34,0.7023,0,0,0,
2015,12,9,2015-12-09,Satellite,NOAA,27.54,28.78,28.3,0.624,0,0,0,
2015,12,10,2015-12-10,Satellite,NOAA,27.59,29.07,28.3,0.63,0,0,0,
2015,12,11,2015-12-11,Satellite,NOAA,27.86,28.95,28.43,0.6667,0,0,0,
2015,12,12,2015-12-12,Satellite,NOAA,27.71,28.56,28.41,0.599,0,0,0,
2015,12,13,2015-12-13,Satellite,NOAA,27.76,28.41,28.15,0.3573,0,0,0,
2015,12,14,2015-12-14,Satellite,NOAA,27.93,28.97,28.69,0.8997,0,0,0,
2015,12,15,2015-12-15,Satellite,NOAA,27.97,28.97,28.68,0.92,0,0,0,
2015,12,16,2015-12-16,Satellite,NOAA,28.14,28.96,28.83,0.8077,0.01,0,1,
2015,12,17,2015-12-17,Satellite,NOAA,28.08,28.7,28.44,0.5013,0,0,1,
2015,12,18,2015-12-18,Satellite,NOAA,27.8,28.42,28.2,0.2339,0,0,1,
2015,12,19,2015-12-19,Satellite,NOAA,27.82,28.32,28.17,0.3223,0,0,1,
2015,12,20,2015-12-20,Satellite,NOAA,27.87,28.58,28.4,0.3913,0,0,1,
2015,12,21,2015-12-21,Satellite,NOAA,27.88,28.59,28.41,0.3455,0,0,1,
2015,12,22,2015-12-22,Satellite,NOAA,27.88,28.58,28.44,0.3635,0,0,1,
2015,12,23,2015-12-23,Satellite,NOAA,27.88,28.39,28.27,0.2277,0,0,0,
2015,12,24,2015-12-24,Satellite,NOAA,27.96,28.53,28.41,0.3245,0,0,0,
2015,12,25,2015-12-25,Satellite,NOAA,27.92,28.42,28.31,0.1826,0,0,0,
2015,12,26,2015-12-26,Satellite,NOAA,27.84,28.65,28.32,0.2497,0,0,0,
2015,12,27,2015-12-27,Satellite,NOAA,27.86,28.52,28.23,0.169,0,0,0,
2015,12,28,2015-12-28,Satellite,NOAA,27.93,28.52,28.18,0.0742,0,0,0,
2015,12,29,2015-12-29,Satellite,NOAA,28.04,28.59,28.59,0.3116,0,0,0,
2015,12,30,2015-12-30,Satellite,NOAA,27.74,28.45,28.44,0.1639,0,0,0,
2015,12,31,2015-12-31,Satellite,NOAA,27.7,28.45,28.17,0.0439,0,0,0,
2016,1,1,2016-01-01,Satellite,NOAA,27.87,28.7,28.44,0.2029,0,0,0,
2016,1,2,2016-01-02,Satellite,NOAA,27.95,28.63,28.41,0.1468,0,0,0,
2016,1,3,2016-01-03,Satellite,NOAA,28,28.79,28.77,0.4574,0,0,0,
2016,1,4,2016-01-04,Satellite,NOAA,28.71,29.26,29.22,0.8452,0.4,0,1,
2016,1,5,2016-01-05,Satellite,NOAA,28.68,29.59,29.28,0.9345,0.5,0,1,
2016,1,6,2016-01-06,Satellite,NOAA,28.88,29.81,29.31,1.0003,0.64,0,1,
2016,1,7,2016-01-07,Satellite,NOAA,28.31,30.05,29.48,1.0955,0.76,0,1,
2016,1,8,2016-01-08,Satellite,NOAA,28.44,29.93,29.61,1.1703,0.85,0,1,
2016,1,9,2016-01-09,Satellite,NOAA,29.05,29.93,29.72,1.279,0.97,0,1,
2016,1,10,2016-01-10,Satellite,NOAA,28.85,29.85,29.5,0.9858,0.72,0,1,
2016,1,11,2016-01-11,Satellite,NOAA,28.68,29.53,29.29,0.7484,0.51,0,1,
2016,1,12,2016-01-12,Satellite,NOAA,28.66,29.59,29.17,0.739,0.54,0,1,
2016,1,13,2016-01-13,Satellite,NOAA,28.61,29.59,29.3,0.7339,0.54,0,1,
2016,1,14,2016-01-14,Satellite,NOAA,28.63,29.34,29.1,0.6297,0.47,0,1,
2016,1,15,2016-01-15,Satellite,NOAA,28.79,29.45,29.44,0.77,0.61,0,1,
2016,1,16,2016-01-16,Satellite,NOAA,28.63,29.62,29.49,0.7752,0.63,0,1,
2016,1,17,2016-01-17,Satellite,NOAA,28.42,29.34,29.08,0.6277,0.45,0,1,
2016,1,18,2016-01-18,Satellite,NOAA,28.6,29.51,29.22,0.7574,0.64,0,1,
2016,1,19,2016-01-19,Satellite,NOAA,28.74,29.54,29.39,0.7319,0.61,0,1,
2016,1,20,2016-01-20,Satellite,NOAA,28.63,29.66,29.47,0.6958,0.57,0,1,
2016,1,21,2016-01-21,Satellite,NOAA,28.8,29.47,29.09,0.5865,0.53,0,1,
2016,1,22,2016-01-22,Satellite,NOAA,28.85,29.54,29.16,0.6619,0.6,0,1,
2016,1,23,2016-01-23,Satellite,NOAA,28.68,29.76,29.37,0.9013,0.79,0,1,
2016,1,24,2016-01-24,Satellite,NOAA,28.83,30.3,29.76,1.0513,1.03,0.1471,2,0.1471
2016,1,25,2016-01-25,Satellite,NOAA,28.77,29.44,29.13,0.6448,0.55,0.1471,2,0.1471
2016,1,26,2016-01-26,Satellite,NOAA,28.63,29.71,29.44,0.9068,0.81,0.1471,2,0.1471
2016,1,27,2016-01-27,Satellite,NOAA,28.94,29.91,29.7,1.1558,1.07,0.3,2,0.3
2016,1,28,2016-01-28,Satellite,NOAA,29.04,30.14,29.71,1.1513,1.07,0.4529,2,0.4529
2016,1,29,2016-01-29,Satellite,NOAA,29.25,30.03,29.72,1.1777,1.09,0.6086,2,0.6086
2016,1,30,2016-01-30,Satellite,NOAA,29.41,30.45,30.24,1.6826,1.6,0.8371,2,0.8371
2016,1,31,2016-01-31,Satellite,NOAA,28.97,29.79,29.54,1.0232,0.97,0.8371,2,0.8371
2016,2,1,2016-02-01,Satellite,NOAA,29.33,30.31,29.97,1.3877,1.32,1.0257,2,1.0257
2016,2,2,2016-02-02,Satellite,NOAA,29.66,30.45,30.28,1.7145,1.66,1.2629,2,1.2629
2016,2,3,2016-02-03,Satellite,NOAA,29.2,29.88,29.67,1.1458,1.08,1.4171,2,1.4171
2016,2,4,2016-02-04,Satellite,NOAA,29.17,30.01,29.73,1.2003,1.14,1.58,2,1.58
2016,2,5,2016-02-05,Satellite,NOAA,29.21,30.15,29.88,1.2648,1.21,1.7529,2,1.7529
2016,2,6,2016-02-06,Satellite,NOAA,29.18,30.32,30.12,1.3765,1.33,1.9429,2,1.9429
2016,2,7,2016-02-07,Satellite,NOAA,29.38,30.24,29.9,1.3484,1.32,2.1314,2,2.1314
2016,2,8,2016-02-08,Satellite,NOAA,29.03,30.49,30.06,1.4616,1.43,2.3357,2,2.3357
2016,2,9,2016-02-09,Satellite,NOAA,28.78,30.16,29.73,1.1735,1.16,2.5014,2,2.5014
2016,2,10,2016-02-10,Satellite,NOAA,28.55,30.11,29.82,1.2042,1.18,2.67,2,2.67
2016,2,11,2016-02-11,Satellite,NOAA,28.78,30.01,29.76,1.1394,1.12,2.83,2,2.83
2016,2,12,2016-02-12,Satellite,NOAA,28.8,29.88,29.65,1.0584,1.04,2.9786,2,2.9786
2016,2,13,2016-02-13,Satellite,NOAA,28.95,30.01,29.67,1.1071,1.1,3.1357,2,3.1357
2016,2,14,2016-02-14,Satellite,NOAA,29.21,30.32,30.07,1.4448,1.44,3.3414,2,3.3414
2016,2,15,2016-02-15,Satellite,NOAA,29.23,30.15,29.94,1.35,1.35,3.5343,2,3.5343
2016,2,16,2016-02-16,Satellite,NOAA,29.34,30.71,30.4,1.78,1.76,3.7857,2,3.7857
2016,2,17,2016-02-17,Satellite,NOAA,29.88,31.01,30.63,2.0821,2.04,4.0771,3,4.0771
2016,2,18,2016-02-18,Satellite,NOAA,30.02,31.19,30.78,2.1562,2.09,4.3757,3,4.3757
2016,2,19,2016-02-19,Satellite,NOAA,29.92,31.08,30.69,2.1331,2.06,4.67,3,4.67
2016,2,20,2016-02-20,Satellite,NOAA,30.11,31.32,30.75,2.2297,2.14,4.9757,3,4.9757
2016,2,21,2016-02-21,Satellite,NOAA,29.85,31.11,30.52,1.9914,1.89,5.2457,3,5.2457
2016,2,22,2016-02-22,Satellite,NOAA,29.82,30.97,30.27,1.7917,1.7,5.4886,3,5.4886
2016,2,23,2016-02-23,Satellite,NOAA,29.17,30.46,29.94,1.4886,1.37,5.6843,3,5.6843
2016,2,24,2016-02-24,Satellite,NOAA,29.19,30.17,30,1.5283,1.37,5.88,3,5.88
2016,2,25,2016-02-25,Satellite,NOAA,29.2,30.21,30.09,1.6431,1.45,6.0871,3,6.0871
2016,2,26,2016-02-26,Satellite,NOAA,29.47,30.35,30.22,1.8024,1.59,6.3143,3,6.3143
2016,2,27,2016-02-27,Satellite,NOAA,29.62,30.66,30.44,2.0328,1.83,6.5757,3,6.5757
2016,2,28,2016-02-28,Satellite,NOAA,29.81,30.64,30.47,2.0731,1.84,6.8386,3,6.8386
2016,2,29,2016-02-29,Satellite,NOAA,29.83,30.92,30.7,2.3228,2.12,7.1414,3,7.1414
2016,3,1,2016-03-01,Satellite,NOAA,29.83,30.83,30.66,2.2072,1.99,7.4257,3,7.4257
2016,3,2,2016-03-02,Satellite,NOAA,29.55,30.8,30.61,2.2683,2.02,7.7143,3,7.7143
2016,3,3,2016-03-03,Satellite,NOAA,29.53,30.4,30.24,1.9155,1.64,7.9486,3,7.9486
2016,3,4,2016-03-04,Satellite,NOAA,29.28,30.11,29.92,1.5559,1.32,8.1371,4,8.1371
2016,3,5,2016-03-05,Satellite,NOAA,29.27,30.03,29.9,1.5979,1.29,8.3214,4,8.3214
2016,3,6,2016-03-06,Satellite,NOAA,29.31,30.13,29.95,1.6486,1.29,8.5057,4,8.5057
2016,3,7,2016-03-07,Satellite,NOAA,29.37,30.17,29.92,1.681,1.29,8.69,4,8.69
2016,3,8,2016-03-08,Satellite,NOAA,29.16,30.24,29.88,1.6317,1.26,8.87,4,8.87
2016,3,9,2016-03-09,Satellite,NOAA,29.13,30.13,29.82,1.5986,1.21,9.0429,4,9.0429
2016,3,10,2016-03-10,Satellite,NOAA,29.24,30.28,29.94,1.7372,1.34,9.2343,4,9.2343
2016,3,11,2016-03-11,Satellite,NOAA,29.25,30.28,30.06,1.8352,1.43,9.4386,4,9.4386
2016,3,12,2016-03-12,Satellite,NOAA,29.1,30.24,29.89,1.7003,1.27,9.62,4,9.62
2016,3,13,2016-03-13,Satellite,NOAA,28.61,30.06,29.66,1.4862,1.03,9.7671,4,9.7671
2016,3,14,2016-03-14,Satellite,NOAA,28.67,29.89,29.52,1.3638,0.91,9.7671,4,9.7671
2016,3,15,2016-03-15,Satellite,NOAA,28.81,29.93,29.55,1.43,0.97,9.7671,4,9.7671
2016,3,16,2016-03-16,Satellite,NOAA,29.15,30.22,29.96,1.8487,1.37,9.9629,4,9.9629
2016,3,17,2016-03-17,Satellite,NOAA,29.12,30.18,29.89,1.7974,1.3,10.1486,4,10.1486
2016,3,18,2016-03-18,Satellite,NOAA,28.78,29.8,29.57,1.4852,0.95,10.1486,4,10.1486
2016,3,19,2016-03-19,Satellite,NOAA,28.46,29.48,29.31,1.421,0.74,10.1486,4,10.1486
2016,3,20,2016-03-20,Satellite,NOAA,28.46,29.6,29.44,1.4219,0.84,10.1486,4,10.1486
2016,3,21,2016-03-21,Satellite,NOAA,28.79,29.81,29.57,1.7281,0.92,10.1486,4,10.1486
2016,3,22,2016-03-22,Satellite,NOAA,29.11,30.08,29.88,2.071,1.29,10.3329,4,10.3329
2016,3,23,2016-03-23,Satellite,NOAA,29.29,30.33,30.12,2.2632,1.47,10.5429,4,10.5429
2016,3,24,2016-03-24,Satellite,NOAA,29.19,30.24,29.88,2.0829,1.26,10.7229,4,10.7229
2016,3,25,2016-03-25,Satellite,NOAA,29.09,30.02,29.82,2.1039,1.23,10.8986,4,10.8986
2016,3,26,2016-03-26,Satellite,NOAA,29.05,30.02,29.88,2.0935,1.24,11.0757,4,11.0757
2016,3,27,2016-03-27,Satellite,NOAA,28.87,29.81,29.76,2.1,1.08,11.23,4,11.23
2016,3,28,2016-03-28,Satellite,NOAA,29.08,29.92,29.82,2.0968,1.15,11.3943,4,11.3943
2016,3,29,2016-03-29,Satellite,NOAA,29.06,29.8,29.66,2.0045,1.04,11.5429,4,11.5429
2016,3,30,2016-03-30,Satellite,NOAA,29.1,29.91,29.73,2.07,1.09,11.6986,4,11.6986
2016,3,31,2016-03-31,Satellite,NOAA,29.06,29.65,29.51,1.9252,0.89,11.6986,4,11.6986
2016,4,1,2016-04-01,Satellite,NOAA,28.87,29.38,29.27,1.76,0.64,11.6986,4,11.6986
2016,4,2,2016-04-02,Satellite,NOAA,28.92,29.34,29.27,1.7258,0.63,11.6986,4,11.6986
2016,4,3,2016-04-03,Satellite,NOAA,28.68,29.1,28.99,1.5584,0.33,11.6986,4,11.6986
2016,4,4,2016-04-04,Satellite,NOAA,28.65,29.14,29.07,1.5306,0.44,11.6986,4,
2016,4,5,2016-04-05,Satellite,NOAA,28.54,29.25,29.1,1.7097,0.51,11.6986,4,
2016,4,6,2016-04-06,Satellite,NOAA,28.38,29.19,29.05,1.5445,0.42,11.6986,1,
2016,4,7,2016-04-07,Satellite,NOAA,28.21,29.01,28.69,1.3106,0.11,11.6986,1,
2016,4,8,2016-04-08,Satellite,NOAA,28.17,29.03,28.81,1.53,0.2,11.6986,1,
2016,4,9,2016-04-09,Satellite,NOAA,28.09,28.91,28.75,1.5058,0.16,11.6986,1,
2016,4,10,2016-04-10,Satellite,NOAA,28.23,29.09,28.96,1.5848,0.33,11.6986,1,
2016,4,11,2016-04-11,Satellite,NOAA,28.1,28.81,28.74,1.6071,0.09,11.6986,1,
2016,4,12,2016-04-12,Satellite,NOAA,28.02,28.85,28.81,1.6561,0.12,11.6986,1,
2016,4,13,2016-04-13,Satellite,NOAA,27.84,28.89,28.55,1.1139,0,11.6986,1,
2016,4,14,2016-04-14,Satellite,NOAA,27.94,28.77,28.57,1.3403,0,11.6986,1,
2016,4,15,2016-04-15,Satellite,NOAA,28,28.73,28.53,1.31,0,11.6986,1,
2016,4,16,2016-04-16,Satellite,NOAA,27.75,28.83,28.67,1.433,0.04,11.6986,1,
2016,4,17,2016-04-17,Satellite,NOAA,27.63,28.62,28.51,1.4227,0,11.5514,1,
2016,4,18,2016-04-18,Satellite,NOAA,27.6,28.54,28.37,1.253,0,11.5514,1,
2016,4,19,2016-04-19,Satellite,NOAA,27.55,28.67,28.45,1.356,0,11.5514,1,
2016,4,20,2016-04-20,Satellite,NOAA,27.39,28.44,28.19,1.27,0,11.3986,1,
2016,4,21,2016-04-21,Satellite,NOAA,27.28,28.61,28.36,1.476,0,11.2457,1,
2016,4,22,2016-04-22,Satellite,NOAA,27.26,28.63,28.38,1.341,0,11.09,1,
2016,4,23,2016-04-23,Satellite,NOAA,27.12,28.38,28.21,1.31,0,10.8614,0,
2016,4,24,2016-04-24,Satellite,NOAA,27.21,28.54,28.27,1.398,0,10.8614,0,
2016,4,25,2016-04-25,Satellite,NOAA,27.05,28.43,28.21,1.2933,0,10.6729,0,
2016,4,26,2016-04-26,Satellite,NOAA,26.91,28.42,28.19,1.355,0,10.4357,0,
2016,4,27,2016-04-27,Satellite,NOAA,26.7,28.35,28.12,1.312,0,10.2814,0,
2016,4,28,2016-04-28,Satellite,NOAA,26.76,28.21,28.01,1.2493,0,10.1186,0,
2016,4,29,2016-04-29,Satellite,NOAA,26.66,28.14,27.76,1.126,0,9.9457,0,
2016,4,30,2016-04-30,Satellite,NOAA,26.54,28.32,27.89,1.16,0,9.7557,0,
2016,5,1,2016-05-01,Satellite,NOAA,26.9,28.49,28.03,1.3653,0,9.5671,0,
2016,5,2,2016-05-02,Satellite,NOAA,26.89,28.41,27.91,1.4513,0,9.3629,0,
2016,5,3,2016-05-03,Satellite,NOAA,26.99,28.46,27.99,1.7,0,9.1971,0,
2016,5,4,2016-05-04,Satellite,NOAA,27.02,28.74,28.14,1.497,0,9.0286,0,
2016,5,5,2016-05-05,Satellite,NOAA,26.76,28.71,28.35,1.8633,0,8.8686,0,
2016,5,6,2016-05-06,Satellite,NOAA,26.93,28.46,28.2,1.883,0,8.72,0,
2016,5,7,2016-05-07,Satellite,NOAA,27.02,28.57,28.29,1.8913,0,8.5629,0,
2016,5,8,2016-05-08,Satellite,NOAA,27.07,28.66,28.45,2.0427,0,8.3571,0,
2016,5,9,2016-05-09,Satellite,NOAA,27.05,28.38,28.29,1.944,0,8.1643,0,
2016,5,10,2016-05-10,Satellite,NOAA,26.73,28.55,28.33,2.0933,0,7.9129,0,
2016,5,11,2016-05-11,Satellite,NOAA,26.91,28.64,28.25,1.9427,0,7.6214,0,
2016,5,12,2016-05-12,Satellite,NOAA,26.87,28.46,28.12,1.847,0,7.3229,0,
2016,5,13,2016-05-13,Satellite,NOAA,26.76,28.29,28.04,1.772,0,7.0286,0,
2016,5,14,2016-05-14,Satellite,NOAA,26.66,28.19,27.98,1.7757,0,6.7229,0,
2016,5,15,2016-05-15,Satellite,NOAA,26.47,27.96,27.73,1.53,0,6.4529,0,
2016,5,16,2016-05-16,Satellite,NOAA,26.26,28.3,27.86,1.6787,0,6.21,0,
2016,5,17,2016-05-17,Satellite,NOAA,26.51,28.07,27.8,1.8581,0,6.0143,0,
2016,5,18,2016-05-18,Satellite,NOAA,26.27,28.04,27.71,1.6861,0,5.8186,0,
2016,5,19,2016-05-19,Satellite,NOAA,26.35,27.97,27.67,1.6974,0,5.6114,0,
2016,5,20,2016-05-20,Satellite,NOAA,26.06,27.71,27.38,1.3355,0,5.3843,0,
2016,5,21,2016-05-21,Satellite,NOAA,26.09,27.64,27.25,1.2861,0,5.1229,0,
2016,5,22,2016-05-22,Satellite,NOAA,26.16,27.64,27.31,1.5442,0,4.86,0,
2016,5,23,2016-05-23,Satellite,NOAA,26.22,27.84,27.4,1.7226,0,4.5571,0,
2016,5,24,2016-05-24,Satellite,NOAA,25.99,27.63,27.13,1.52,0,4.2729,0,
2016,5,25,2016-05-25,Satellite,NOAA,25.74,27.67,27.35,1.6568,0,3.9843,0,
2016,5,26,2016-05-26,Satellite,NOAA,25.83,27.61,27.27,1.7129,0,3.75,0,
2016,5,27,2016-05-27,Satellite,NOAA,26.41,27.95,27.69,1.9945,0,3.5614,0,
2016,5,28,2016-05-28,Satellite,NOAA,26.09,28,27.64,1.8581,0,3.3771,0,
2016,5,29,2016-05-29,Satellite,NOAA,25.77,27.73,27.33,1.7019,0,3.1929,0,
2016,5,30,2016-05-30,Satellite,NOAA,26.17,27.57,27.29,1.7648,0,3.0086,0,
2016,5,31,2016-05-31,Satellite,NOAA,26.08,27.66,27.28,1.7755,0,2.8286,0,
2016,6,1,2016-06-01,Satellite,NOAA,25.96,27.52,27.26,1.9581,0,2.6557,0,
2016,6,2,2016-06-02,Satellite,NOAA,25.74,27.44,27.11,1.6668,0,2.4643,0,
2016,6,3,2016-06-03,Satellite,NOAA,25.69,27.73,27.42,1.98,0,2.26,0,
2016,6,4,2016-06-04,Satellite,NOAA,25.8,28.08,27.55,1.9726,0,2.0786,0,
2016,6,5,2016-06-05,Satellite,NOAA,25.48,27.82,27.38,1.9629,0,1.9314,0,
2016,6,6,2016-06-06,Satellite,NOAA,25.25,27.65,27.18,1.8458,0,1.9314,0,
2016,6,7,2016-06-07,Satellite,NOAA,25.44,27.78,27.31,2.03,0,1.9314,0,
2016,6,8,2016-06-08,Satellite,NOAA,25.68,27.77,27.3,1.9726,0,1.7357,0,
2016,6,9,2016-06-09,Satellite,NOAA,25.85,27.65,27.25,1.9697,0,1.55,0,
2016,6,10,2016-06-10,Satellite,NOAA,26.13,27.65,27.26,2.5755,0,1.55,0,
2016,6,11,2016-06-11,Satellite,NOAA,26.09,27.77,27.35,2.2552,0,1.55,0,
2016,6,12,2016-06-12,Satellite,NOAA,25.93,27.54,27.28,1.8061,0,1.55,0,
2016,6,13,2016-06-13,Satellite,NOAA,25.6,27.33,26.99,1.9726,0,1.55,0,
2016,6,14,2016-06-14,Satellite,NOAA,25.39,27.23,26.83,1.8213,0,1.3657,0,
2016,6,15,2016-06-15,Satellite,NOAA,25.2,26.86,26.59,1.71,0,1.1557,0,
2016,6,16,2016-06-16,Satellite,NOAA,25.2,27,26.82,1.9863,0,0.9757,0,
2016,6,17,2016-06-17,Satellite,NOAA,25.01,27,26.76,1.5493,0,0.8,0,
2016,6,18,2016-06-18,Satellite,NOAA,24.89,26.98,26.7,1.817,0,0.6229,0,
2016,6,19,2016-06-19,Satellite,NOAA,24.76,26.72,26.55,1.7873,0,0.4686,0,
2016,6,20,2016-06-20,Satellite,NOAA,24.65,26.73,26.5,1.775,0,0.3043,0,
2016,6,21,2016-06-21,Satellite,NOAA,24.67,26.7,26.56,1.75,0,0.1557,0,
2016,6,22,2016-06-22,Satellite,NOAA,24.81,26.62,26.47,1.9607,0,0,0,
2016,6,23,2016-06-23,Satellite,NOAA,24.87,26.8,26.56,2.104,0,0,0,
2016,6,24,2016-06-24,Satellite,NOAA,25.21,26.89,26.76,2.364,0,0,0,
2016,6,25,2016-06-25,Satellite,NOAA,24.9,26.61,26.41,1.92,0,0,0,
2016,6,26,2016-06-26,Satellite,NOAA,24.96,26.91,26.65,1.8833,0,0,0,
2016,6,27,2016-06-27,Satellite,NOAA,25.16,27.22,27,2.176,0,0,0,
2016,6,28,2016-06-28,Satellite,NOAA,25.11,26.93,26.77,2.1657,0,0,0,
2016,6,29,2016-06-29,Satellite,NOAA,24.87,26.94,26.77,1.994,0,0,0,
2016,6,30,2016-06-30,Satellite,NOAA,24.73,27,26.83,2.24,0,0,0,
2016,7,1,2016-07-01,Satellite,NOAA,24.64,26.74,26.66,2.2113,0,0,0,
2016,7,2,2016-07-02,Satellite,NOAA,24.34,26.46,26.25,1.8717,0,0,0,
2016,7,3,2016-07-03,Satellite,NOAA,24.11,26.33,26.02,1.556,0,0,0,
2016,7,4,2016-07-04,Satellite,NOAA,23.96,26.4,26.25,1.3937,0,0,0,
2016,7,5,2016-07-05,Satellite,NOAA,24.14,26.6,26.54,2.1167,0,0,0,
2016,7,6,2016-07-06,Satellite,NOAA,24.24,26.59,26.35,1.951,0,0,0,
2016,7,7,2016-07-07,Satellite,NOAA,24.02,26.76,26.28,1.9633,0,0,0,
2016,7,8,2016-07-08,Satellite,NOAA,23.89,26.66,26.25,2.1317,0,0,0,
2016,7,9,2016-07-09,Satellite,NOAA,23.89,26.69,26.35,1.706,0,0,0,
2016,7,10,2016-07-10,Satellite,NOAA,23.76,26.42,26.24,1.7483,0,0,0,
2016,7,11,2016-07-11,Satellite,NOAA,23.93,26.52,26.32,1.7713,0,0,0,
2016,7,12,2016-07-12,Satellite,NOAA,23.87,26.41,26.25,2.04,0,0,0,
2016,7,13,2016-07-13,Satellite,NOAA,23.95,26.45,26.27,1.91,0,0,0,
2016,7,14,2016-07-14,Satellite,NOAA,23.81,26.3,26.05,1.6453,0,0,0,
2016,7,15,2016-07-15,Satellite,NOAA,23.55,26.1,25.87,1.41,0,0,0,
2016,7,16,2016-07-16,Satellite,NOAA,23.56,25.98,25.71,1.3242,0,0,0,
2016,7,17,2016-07-17,Satellite,NOAA,23.49,25.9,25.6,1.2003,0,0,0,
2016,7,18,2016-07-18,Satellite,NOAA,23.3,26.27,25.88,1.5084,0,0,0,
2016,7,19,2016-07-19,Satellite,NOAA,23.34,26.42,26.16,1.7584,0,0,0,
2016,7,20,2016-07-20,Satellite,NOAA,23.48,26.69,26.35,1.8252,0,0,0,
2016,7,21,2016-07-21,Satellite,NOAA,23.66,26.65,26.44,2.0684,0,0,0,
2016,7,22,2016-07-22,Satellite,NOAA,23.89,26.6,26.4,1.951,0,0,0,
2016,7,23,2016-07-23,Satellite,NOAA,24.09,26.78,26.55,2.1971,0,0,0,
2016,7,24,2016-07-24,Satellite,NOAA,24.32,26.69,26.52,2.1839,0,0,0,
2016,7,25,2016-07-25,Satellite,NOAA,24.43,26.59,26.41,2.0923,0,0,0,
2016,7,26,2016-07-26,Satellite,NOAA,24.24,26.48,26.35,2.1613,0,0,0,
2016,7,27,2016-07-27,Satellite,NOAA,24.21,26.38,26.19,2.0587,0,0,0,
2016,7,28,2016-07-28,Satellite,NOAA,24.14,26.28,26.13,1.8594,0,0,0,
2016,7,29,2016-07-29,Satellite,NOAA,23.83,26.05,25.86,1.5506,0,0,0,
2016,7,30,2016-07-30,Satellite,NOAA,23.63,25.8,25.69,1.2961,0,0,0,
2016,7,31,2016-07-31,Satellite,NOAA,23.76,25.71,25.51,1.3768,0,0,0,
2016,8,1,2016-08-01,Satellite,NOAA,23.6,25.99,25.79,1.5619,0,0,0,
2016,8,2,2016-08-02,Satellite,NOAA,23.94,26.2,25.99,1.6729,0,0,0,
2016,8,3,2016-08-03,Satellite,NOAA,24.04,26.13,25.98,1.6016,0,0,0,
2016,8,4,2016-08-04,Satellite,NOAA,23.75,25.98,25.88,1.8487,0,0,0,
2016,8,5,2016-08-05,Satellite,NOAA,23.46,25.72,25.49,1.2374,0,0,0,
2016,8,6,2016-08-06,Satellite,NOAA,23.13,25.67,25.27,0.9558,0,0,0,
2016,8,7,2016-08-07,Satellite,NOAA,22.92,25.57,25.23,0.9377,0,0,0,
2016,8,8,2016-08-08,Satellite,NOAA,22.95,25.39,25.08,1.0374,0,0,0,
2016,8,9,2016-08-09,Satellite,NOAA,23.08,25.58,25.28,0.9916,0,0,0,
2016,8,10,2016-08-10,Satellite,NOAA,23,25.67,25.41,1.2226,0,0,0,
2016,8,11,2016-08-11,Satellite,NOAA,23.14,25.68,25.39,1.0452,0,0,0,
2016,8,12,2016-08-12,Satellite,NOAA,23.29,25.79,25.36,1.3645,0,0,0,
2016,8,13,2016-08-13,Satellite,NOAA,23.21,25.52,25.27,1.2368,0,0,0,
2016,8,14,2016-08-14,Satellite,NOAA,23.08,25.47,25.19,0.9258,0,0,0,
2016,8,15,2016-08-15,Satellite,NOAA,23.07,25.29,24.99,0.81,0,0,0,
2016,8,16,2016-08-16,Satellite,NOAA,23.07,25.24,24.94,0.6835,0,0,0,
2016,8,17,2016-08-17,Satellite,NOAA,23.06,25.38,25.06,0.8426,0,0,0,
2016,8,18,2016-08-18,Satellite,NOAA,22.53,25.63,25.2,0.8497,0,0,0,
2016,8,19,2016-08-19,Satellite,NOAA,22.55,25.54,25.05,0.8165,0,0,0,
2016,8,20,2016-08-20,Satellite,NOAA,22.75,25.53,25.3,1.0916,0,0,0,
2016,8,21,2016-08-21,Satellite,NOAA,22.68,25.6,25.33,1.1439,0,0,0,
2016,8,22,2016-08-22,Satellite,NOAA,22.9,25.86,25.43,1.189,0,0,0,
2016,8,23,2016-08-23,Satellite,NOAA,23.31,25.99,25.8,1.5532,0,0,0,
2016,8,24,2016-08-24,Satellite,NOAA,23.76,26.36,26.11,1.7648,0,0,0,
2016,8,25,2016-08-25,Satellite,NOAA,23.35,25.76,25.45,1.1219,0,0,0,
2016,8,26,2016-08-26,Satellite,NOAA,23.27,25.87,25.57,1.1813,0,0,0,
2016,8,27,2016-08-27,Satellite,NOAA,22.94,25.78,25.55,1.2139,0,0,0,
2016,8,28,2016-08-28,Satellite,NOAA,23.19,25.73,25.49,1.1161,0,0,0,
2016,8,29,2016-08-29,Satellite,NOAA,23.14,25.88,25.5,1.0077,0,0,0,
